meddra_id,meddra_name,meddra_term_type
10009217,CJD,LLT
10009230,Clamminess,LLT
10009240,Claudication,LLT
10009244,Claustrophobia,PT
10009245,"Clavicle fracture",PT
10009259,"Cleft lip",PT
10009260,"Cleft lip and palate",PT
10009310,CLL,LLT
10009340,"Clonic seizures",LLT
10009346,Clonus,PT
10009657,"Clostridium difficile colitis",PT
10009686,"Cloudy urine",LLT
10009696,Clumsiness,PT
10009700,CML,LLT
10009703,"CMV infection",LLT
10009704,"CMV retinitis",LLT
10009710,"CNS depression",LLT
10009715,"CNS neoplasm",LLT
10009731,"Coagulation disorder",LLT
10009802,Coagulopathy,PT
10009825,Coccidioidomycosis,PT
10009829,Coccydynia,PT
10009831,"Cochlear function disorder",LLT
10009839,"Coeliac disease",PT
10009846,"Cognitive impairment",LLT
10009848,"Cogwheel rigidity",PT
10009851,Cold,LLT
10009857,"Cold extremities",LLT
10009860,"Cold hands",LLT
10009865,"Cold sores",LLT
10009866,"Cold sweat",PT
10009867,"Cold symptoms",LLT
10009871,Coldness,LLT
10009872,"Coldness general",LLT
10009881,Colic,LLT
10009886,Colicky,LLT
10009887,Colitis,PT
10009890,"Colitis aggravated",LLT
10009892,"Colitis haemorrhagic",LLT
10009895,"Colitis ischaemic",PT
10009896,"Colitis ischemic",LLT
10009900,"Colitis ulcerative",PT
10009901,"Colitis ulcerative aggravated",LLT
10009903,"Collagen disorder",PT
10009924,"Colles' fracture",LLT
10009944,"Colon cancer",PT
10010000,"Colonic obstruction",LLT
10010001,"Colonic perforation",LLT
10010003,"Colonic polyp",LLT
10010004,"Colonic stenosis",LLT
10010005,"Colonic stricture",LLT
10010050,"Colour blindness",PT
10010064,"Colouring yellow",LLT
10010071,Coma,PT
10010075,"Coma hepatic",PT
10010103,Comedone,LLT
10010106,"Common cold",LLT
10010108,"Common migraine",LLT
10010120,"Community acquired pneumonia",LLT
10010121,"Compartment syndrome",PT
10010144,"Completed suicide",PT
10010148,"Complexion ill",LLT
10010214,"Compression fracture",PT
10010219,Compulsions,PT
10010248,"Concentration ability impaired",LLT
10010249,"Concentration impaired",LLT
10010250,"Concentration impairment",LLT
10010251,"Concentration loss",LLT
10010254,Concussion,PT
10010264,"Condition aggravated",PT
10010276,"Conduction disorder",PT
10010279,"Conduction disorders",LLT
10010291,"Condyloma acuminatum",LLT
10010298,Confused,LLT
10010300,Confusion,LLT
10010303,"Confusion reversible",LLT
10010305,"Confusional state",PT
10010486,"Congenital glaucoma",LLT
10010682,"Congestive cardiac failure",LLT
10010684,"Congestive heart failure",LLT
10010696,"Conjunctival adhesion",PT
10010708,"Conjunctival deposit",PT
10010715,"Conjunctival edema",LLT
10010716,"Conjunctival erosion",PT
10010717,"Conjunctival follicles",PT
10010719,"Conjunctival haemorrhage",PT
10010720,"Conjunctival hemorrhage",LLT
10010723,"Conjunctival injection",LLT
10010725,"Conjunctival irritation",PT
10010726,"Conjunctival oedema",PT
10010741,Conjunctivitis,PT
10010742,"Conjunctivitis infective",LLT
10010744,"Conjunctivitis allergic",PT
10010752,"Conjunctivitis necrotic",LLT
10010767,"Consciousness clouding",LLT
10010768,"Consciousness decreased",LLT
10010770,"Consciousness disturbed",LLT
10010774,Constipation,PT
10010790,"Contact dermatitis",LLT
10010804,"Contact lens intolerance",PT
10010814,"Contracted bladder",PT
10010836,"Contrast media reaction",PT
10010893,"Conversion disorder",PT
10010904,Convulsion,LLT
10010909,"Convulsion grand mal",LLT
10010914,Convulsions,LLT
10010918,"Convulsions grand mal",LLT
10010920,"Convulsions local",PT
10010926,"Convulsive seizure",LLT
10010927,"Convulsive threshold lowered",PT
10010940,"Coombs negative haemolytic anaemia",PT
10010941,"Coombs positive haemolytic anaemia",PT
10010947,"Coordination abnormal",PT
10010949,"Coordination disturbance",LLT
10010952,COPD,LLT
10010953,"COPD exacerbation",LLT
10010957,"Copper deficiency",PT
10010968,"Cor pulmonale",PT
10010984,"Corneal abrasion",PT
10010985,"Corneal abscess",PT
10011000,"Corneal deposits",PT
10011005,"Corneal dystrophy",PT
10011007,"Corneal edema",LLT
10011010,"Corneal epithelium defect",PT
10011011,"Corneal epithelium disorder",LLT
10011013,"Corneal erosion",PT
10011019,"Corneal herpes",LLT
10011022,"Corneal infiltrates",PT
10011026,"Corneal lesion",PT
10011031,"Corneal neovascularization",LLT
10011033,"Corneal oedema",PT
10011035,"Corneal opacity",PT
10011039,"Corneal perforation",PT
10011040,"Corneal pigmentation",PT
10011044,"Corneal scar",PT
10011046,"Corneal sensitivity decreased",LLT
10011060,"Corneal ulceration",LLT
10011078,"Coronary artery disease",PT
10011080,"Coronary artery disorder",LLT
10011086,"Coronary artery occlusion",PT
10011088,"Coronary artery spasm",LLT
10011089,"Coronary artery stenosis",PT
10011091,"Coronary artery thrombosis",PT
10011108,"Coronary thrombosis",LLT
10011110,"Coronary vasospasm",LLT
10011165,"Cortical blindness",LLT
10011166,"Cortical blindness transient",LLT
10011219,Costochondritis,PT
10011221,"Cotton wool in head",LLT
10011224,Cough,PT
10011228,"Cough increased",LLT
10011232,Coughing,LLT
10011283,Crackles,LLT
10011285,Cramp,LLT
10011293,Cramps,LLT
10011296,"Cramps in the calves",LLT
10011297,"Cramps leg",LLT
10011298,"Cramps legs",LLT
10011301,"Cramps of lower extremities",LLT
10011309,"Cranial nerve lesion",LLT
10011314,"Cranial nerve palsies multiple",PT
10011376,Crepitations,PT
10011384,"Creutzfeldt-Jakob disease",PT
10011398,"Crohn's",LLT
10011401,"Crohn's disease",PT
10011415,Croup,LLT
10011416,"Croup infectious",PT
10011468,Crust,LLT
10011469,Crying,PT
10011470,"Crying abnormal",LLT
10011487,"Cryptococcal meningitis",LLT
10011490,Cryptococcosis,PT
10011491,"Cryptococcus neoformans",LLT
10011498,Cryptorchism,PT
10011501,Cryptosporidiosis,LLT
10011509,Crystalluria,PT
10011546,"CSF leakage",LLT
10011651,"Cushing's disease",LLT
10011652,"Cushing's syndrome",PT
10011655,Cushingoid,PT
10011656,"Cushingoid facies",LLT
10011657,"Cushings syndrome",LLT
10011659,"Cutaneous amyloidosis",PT
10011667,"Cutaneous hypersensitivity",LLT
10011673,"Cutaneous moniliasis",LLT
10011674,"Cutaneous sarcoidosis",PT
10011677,"Cutaneous T-cell lymphoma",PT
10011684,"Cutaneous tuberculosis",PT
10011686,"Cutaneous vasculitis",PT
10011693,CVA,LLT
10011703,Cyanosis,PT
10011705,"Cyanosis neonatal",PT
10011709,Cyanotic,LLT
10011715,Cyclitis,PT
10011719,Cycloplegia,PT
10011730,Cylindruria,PT
10011732,Cyst,PT
10011775,Cysticercosis,LLT
10011777,Cystinosis,PT
10011781,Cystitis,PT
10011790,"Cystitis escherichia",PT
10011793,"Cystitis haemorrhagic",PT
10011797,"Cystitis klebsiella",PT
10011801,"Cystitis ulcerative",PT
10011803,Cystocele,PT
10011812,Cystoma,LLT
10011830,"Cytomegalovirus hepatitis",PT
10011831,"Cytomegalovirus infection",PT
10011835,"Cytomegalovirus retinitis",LLT
10011837,"Cytotoxic cardiomyopathy",LLT
10011840,Dacryoadenitis,LLT
10011841,"Dacryoadenitis acquired",PT
10011859,Dandruff,PT
10011874,Deaf,LLT
10011878,Deafness,PT
10011891,"Deafness neurosensory",PT
10011900,"Deafness transitory",PT
10011906,Death,PT
10011910,"Death infant sudden",LLT
10011942,Debility,LLT
10011953,"Decreased activity",PT
10011968,"Decreased immune responsiveness",PT
10011974,"Decreased night vision",LLT
10011983,Decubitus,LLT
10011985,"Decubitus ulcer",PT
10012096,"Deep thrombophlebitis",LLT
10012110,"Defaecation urgency",PT
10012114,"Defecation urgency",LLT
10012118,"Defect conduction intraventricular",PT
10012158,"Degeneration of uterine fibroid",LLT
10012174,Dehydration,PT
10012199,"Delayed gastric emptying",LLT
10012205,"Delayed puberty",PT
10012206,"Delayed recovery from anaesthesia",PT
10012208,"Delayed recovery from anesthesia",LLT
10012210,"Delayed type hypersensitivity",LLT
10012218,Delirium,PT
10012239,Delusion,PT
10012258,"Delusional perception",PT
10012260,Delusions,LLT
10012267,Dementia,PT
10012271,"Dementia Alzheimer's type",PT
10012305,Demyelination,PT
10012309,Dengue,LLT
10012318,"Dental caries",PT
10012335,Dependence,PT
10012352,"Dependence psychological",LLT
10012357,Depersonalisation,LLT
10012359,Depersonalization,LLT
10012369,"Deposit eye",PT
10012373,"Depressed level of consciousness",PT
10012374,"Depressed mood",PT
10012377,"Depressed state",LLT
10012378,Depression,PT
10012383,"Depression central nervous system",LLT
10012387,"Depression NOS",LLT
10012399,"Depressive disorder",LLT
10012422,Derealisation,PT
10012426,"Dermal cyst",PT
10012431,Dermatitis,PT
10012432,"Dermatitis acneiform",PT
10012434,"Dermatitis allergic",PT
10012438,"Dermatitis atopic",PT
10012439,"Dermatitis atopic aggravated",LLT
10012441,"Dermatitis bullous",PT
10012442,"Dermatitis contact",PT
10012444,"Dermatitis diaper",PT
10012455,"Dermatitis exfoliative",PT
10012456,"Dermatitis exfoliative generalised",PT
10012463,"Dermatitis fungal",LLT
10012478,"Dermatitis NOS",LLT
10012503,Dermatomyositis,PT
10012522,"Dermoid cyst",PT
10012528,Desquamation,LLT
10012536,Detachment,LLT
10012559,"Developmental delay",PT
10012594,Diabetes,LLT
10012599,"Diabetes insipidus",PT
10012601,"Diabetes mellitus",PT
10012603,"Diabetes mellitus aggravated",LLT
10012607,"Diabetes mellitus inadequate control",PT
10012641,Diabetic,LLT
10012642,"Diabetic acidosis",LLT
10012650,"Diabetic coma",PT
10012669,"Diabetic hyperosmolar coma",PT
10012671,"Diabetic ketoacidosis",PT
10012680,"Diabetic neuropathy",PT
10012689,"Diabetic retinopathy",PT
10012702,"Diaper rash",LLT
10012703,Diaphoresis,LLT
10012713,"Diaphragmatic hernia",PT
10012727,Diarrhea,LLT
10012732,"Diarrhea NOS",LLT
10012735,Diarrhoea,PT
10012741,"Diarrhoea haemorrhagic",PT
10012745,"Diarrhoea NOS",LLT
10012758,"Diastolic hypertension",PT
10012769,DIC,LLT
10012775,"Diet refusal",PT
10012791,"Difficulty breathing",LLT
10012793,"Difficulty in micturition",LLT
10012794,"Difficulty in walking",LLT
10012804,"Difficulty sleeping",LLT
10012995,"Digitalis intoxication",LLT
10012997,"Digitalis toxicity",LLT
10012999,"Digoxin toxicity",LLT
10013002,"Dilatation atrial",PT
10013012,"Dilatation ventricular",PT
10013014,"Dilated pupils",LLT
10013016,"Dilated veins",LLT
10013019,"Diminished reflexes",LLT
10013020,DIOS,LLT
10013023,Diphtheria,PT
10013032,Diplacusis,PT
10013036,Diplopia,PT
10013071,"Discoid lupus erythematosis",LLT
10013072,"Discoid lupus erythematosus",LLT
10013082,Discomfort,PT
10013093,"Discomfort rectal",LLT
10013103,"Disease gallbladder",LLT
10013140,"Disequilibrium syndrome",LLT
10013142,Disinhibition,PT
10013160,Dislocation,LLT
10013395,Disorientation,PT
10013440,"Disseminated histoplasmosis",LLT
10013442,"Disseminated intravascular coagulation",PT
10013446,"Disseminated lupus erythematosus",LLT
10013453,"Disseminated tuberculosis",PT
10013457,Dissociation,PT
10013482,Distention,LLT
10013496,"Disturbance in attention",PT
10013523,Diuresis,LLT
10013538,Diverticulitis,PT
10013554,Diverticulum,PT
10013559,"Diverticulum intestinal",PT
10013560,"Diverticulum intestinal haemorrhagic",PT
10013573,Dizziness,PT
10013576,"Dizziness exertional",PT
10013577,"Dizziness on standing up",LLT
10013578,"Dizziness postural",PT
10013579,"Dizziness upon standing",LLT
10013614,"Double vision",LLT
10013616,"Down's syndrome",LLT
10013630,"Dreaming excessive",LLT
10013634,"Dreamy state",PT
10013638,"Dresslers syndrome",LLT
10013639,"Dribbling of urine",LLT
10013642,Drooling,PT
10013649,Drowsiness,LLT
10013654,"Drug abuse",PT
10013658,"Drug addiction",LLT
10013663,"Drug dependence",PT
10013687,"Drug eruption",PT
10013697,"Drug fever",LLT
10013700,"Drug hypersensitivity",PT
10013706,"Drug-induced lupus erythematosus",LLT
10013707,"Drug-induced parkinsonism",LLT
10013746,"Drug toxicity",LLT
10013752,"Drug withdrawal convulsions",PT
10013762,"Drug-induced hepatitis",LLT
10013768,Drunkenness,LLT
10013773,"Dry cough",LLT
10013774,"Dry eye",PT
10013776,"Dry eye sensation",LLT
10013778,"Dry eyes",LLT
10013779,"Dry hair",LLT
10013780,"Dry lips",LLT
10013781,"Dry mouth",PT
10013782,"Dry nose",LLT
10013783,"Dry rale",LLT
10013786,"Dry skin",PT
10013789,"Dry throat",PT
10013792,"Dryness of eyes",LLT
10013801,"Duchenne muscular dystrophy",PT
10013830,"Duodenal obstruction",PT
10013833,"Duodenal polyp",PT
10013836,"Duodenal ulcer",PT
10013839,"Duodenal ulcer haemorrhage",PT
10013845,"Duodenal ulcer hemorrhage",LLT
10013849,"Duodenal ulcer perforation",PT
10013864,Duodenitis,PT
10013872,"Dupuytren's contracture",PT
10013877,DVT,LLT
10013883,Dwarfism,PT
10013886,Dysaesthesia,PT
10013887,Dysarthria,PT
10013889,Dysautonomia,LLT
10013898,"Dysentery NOS",LLT
10013900,"Dysfunction adrenal",LLT
10013907,"Dysfunction thyroid",LLT
10013908,"Dysfunctional uterine bleeding",LLT
10013911,Dysgeusia,PT
10013913,"Dyshidrotic eczema",PT
10013916,Dyskinesia,PT
10013931,Dyslalia,PT
10013932,Dyslexia,PT
10013934,Dysmenorrhea,LLT
10013935,Dysmenorrhoea,PT
10013936,Dysmetria,PT
10013939,Dysosmia,LLT
10013941,Dyspareunia,PT
10013946,Dyspepsia,PT
10013950,Dysphagia,PT
10013951,Dysphasia,LLT
10013952,Dysphonia,PT
10013954,Dysphoria,PT
10013963,Dyspnea,LLT
10013965,"Dyspnea exacerbated",LLT
10013966,"Dyspnea exertional",LLT
10013968,Dyspnoea,PT
10013969,"Dyspnoea at rest",PT
10013970,"Dyspnoea exacerbated",LLT
10013971,"Dyspnoea exertional",PT
10013972,"Dyspnoea NOS",LLT
10013974,"Dyspnoea paroxysmal nocturnal",PT
10013978,Dysrhythmias,LLT
10013982,"Dysthymic disorder",LLT
10013983,Dystonia,PT
10013984,"Dystonia tarda",LLT
10013986,"Dystonic reaction",LLT
10013990,Dysuria,PT
10013992,"Ear ache",LLT
10014004,"Ear disorder",PT
10014005,"Ear disorder NOS",LLT
10014009,"Ear haemorrhage",PT
10014011,"Ear infection",PT
10014012,"Ear infection NOS",LLT
10014020,"Ear pain",PT
10014025,"Ear swelling",PT
10014028,"Ear wax",LLT
10014037,Earache,LLT
10014046,"Early morning awakening",LLT
10014054,"Early puberty",LLT
10014062,"Eating disorder",PT
10014077,"EBV infection",LLT
10014079,Ecchymoses,LLT
10014080,Ecchymosis,PT
10014097,Echinococcosis,LLT
10014127,Echolalia,PT
10014129,Eclampsia,PT
10014166,"Ectopic pregnancy",PT
10014179,Ectropion,PT
10014184,Eczema,PT
10014190,"Eczema asteatotic",PT
10014194,"Eczema eyelids",PT
10014197,"Eczema herpeticum",PT
10014199,"Eczema infected",PT
10014201,"Eczema nummular",PT
10014210,Edema,LLT
10014219,"Edema dependent",LLT
10014223,"Edema generalized",LLT
10014232,"Edema lower limb",LLT
10014234,"Edema NOS",LLT
10014250,"Edema periorbital",LLT
10014251,"Edema peripheral",LLT
10014316,"Ehlers-Danlos syndrome",PT
10014325,"Ejaculation delayed",PT
10014326,"Ejaculation disorder",PT
10014328,"Ejaculation failure",PT
10014330,"Ejaculation premature",LLT
10014410,"Electrolyte abnormality",LLT
10014415,"Electrolyte depletion",PT
10014417,"Electrolyte disturbance",LLT
10014418,"Electrolyte imbalance",PT
10014483,"Elevated mood",LLT
10014498,"Embolic stroke",PT
10014513,"Embolism arterial",PT
10014520,"Embolism mesenteric",LLT
10014522,"Embolism venous",PT
10014525,Embolus,LLT
10014536,"Embolus mesenteric",LLT
10014542,Emesis,LLT
10014551,"Emotional disorder",PT
10014554,"Emotional instability",LLT
10014555,"Emotional lability",LLT
10014557,"Emotional poverty",PT
10014561,Emphysema,PT
10014568,Empyema,PT
10014577,"Enamel hypoplasia",LLT
10014579,Enanthema,PT
10014581,Encephalitis,PT
10014590,"Encephalitis herpes",PT
10014612,"Encephalitis viral",PT
10014619,Encephalomyelitis,PT
10014625,Encephalopathy,PT
10014626,"Encephalopathy acute",LLT
10014643,Encopresis,PT
10014665,Endocarditis,PT
10014678,"Endocarditis infective",LLT
10014695,"Endocrine disorder",PT
10014720,"Endometrial adenocarcinoma",PT
10014728,"Endometrial adenoma",PT
10014733,"Endometrial cancer",PT
10014743,"Endometrial carcinoma",LLT
10014753,"Endometrial disorder",PT
10014755,"Endometrial hyperplasia",PT
10014756,"Endometrial hypertrophy",PT
10014769,"Endometrial polyp",LLT
10014778,Endometriosis,PT
10014791,Endometritis,PT
10014801,Endophthalmitis,PT
10014838,"Enlarged clitoris",PT
10014853,Enophthalmos,PT
10014866,Enteritis,PT
10014885,"Enterococcal bacteraemia",PT
10014886,"Enterococcal bacteremia",LLT
10014893,Enterocolitis,PT
10014896,"Enterocolitis haemorrhagic",PT
10014897,"Enterocolitis hemorrhagic",LLT
10014909,"Enterovirus infection",PT
10014928,Enuresis,PT
10014935,"Enzyme abnormality",PT
10014940,Eosinopenia,PT
10014950,Eosinophilia,PT
10014952,"Eosinophilia myalgia syndrome",PT
10014956,"Eosinophilic granuloma",LLT
10014962,"Eosinophilic pneumonia",PT
10014970,Ephelides,PT
10014971,Epicondylitis,PT
10014975,"Epidemic keratoconjunctivitis",LLT
10014983,"Epidermal cyst",LLT
10014986,"Epidermal necrolysis",LLT
10014989,"Epidermolysis bullosa",PT
10014994,"Epididymal cyst",PT
10015000,Epididymitis,PT
10015016,"Epigastric distress",LLT
10015018,"Epigastric fullness",LLT
10015026,"Epigastric pain",LLT
10015028,"Epigastric pain not food-related",LLT
10015030,Epiglottitis,PT
10015037,Epilepsy,PT
10015038,"Epilepsy aggravated",LLT
10015051,"Epileptic fit",LLT
10015052,"Epileptic seizure",LLT
10015056,"Epileptiform movement",LLT
10015068,Epiphora,LLT
10015077,"Epiphyses delayed fusion",PT
10015079,Epiphysiolysis,PT
10015082,Epiphysitis,PT
10015084,Episcleritis,PT
10015090,Epistaxis,PT
10015108,"Epstein-Barr virus infection",PT
10015116,"Erectile disturbance",LLT
10015120,"Erection increased",PT
10015123,Erethism,LLT
10015125,Ergotism,LLT
10015137,Eructation,PT
10015138,Eruption,LLT
10015141,"Eruption lichenoid",LLT
10015145,Erysipelas,PT
10015150,Erythema,PT
10015153,"Erythema annulare",PT
10015210,"Erythema exudativum",LLT
10015212,"Erythema facial",LLT
10015213,"Erythema induratum",PT
10015216,"Erythema marginatum",PT
10015218,"Erythema multiforme",PT
10015219,"Erythema multiforme exudativum",LLT
10015220,"Erythema multiforme major",LLT
10015226,"Erythema nodosum",PT
10015236,"Erythema oedematous",LLT
10015237,"Erythema of eyelid",PT
10015241,"Erythematous eruption",LLT
10015243,"Erythematous rash",LLT
10015276,Erythrocytosis,LLT
10015277,Erythroderma,LLT
10015278,"Erythrodermic psoriasis",PT
10015284,Erythromelalgia,PT
10015287,Erythropenia,PT
10015290,Erythropsia,PT
10015296,"Escherichia sepsis",PT
10015365,"Esophageal candidiasis",LLT
10015380,"Esophageal disorder",LLT
10015388,"Esophageal pain",LLT
10015389,"Esophageal reflux",LLT
10015390,"Esophageal spasm",LLT
10015448,"Esophageal stenosis",LLT
10015449,"Esophageal stricture",LLT
10015451,"Esophageal ulcer",LLT
10015452,"Esophageal varices",LLT
10015461,Esophagitis,LLT
10015488,"Essential hypertension",PT
10015493,"Essential thrombocythaemia",PT
10015533,Euphoria,LLT
10015534,Euphoric,LLT
10015535,"Euphoric mood",PT
10015544,"Eustachian tube obstruction",PT
10015546,"Eustachian tube patulous",PT
10015560,"Ewing's sarcoma",PT
10015575,"Exacerbation of asthma",LLT
10015581,"Exacerbation of psoriasis",LLT
10015585,Exanthem,LLT
10015587,Exanthema,LLT
10015589,"Excess lactation",LLT
10015590,"Excess sweating",LLT
10015595,"Excessive daytime sleepiness",LLT
10015597,"Excessive drinking",LLT
10015608,"Excessive thirst",LLT
10015622,Excitability,LLT
10015627,Excitement,LLT
10015656,"Exertional dyspnoea",LLT
10015657,Exfoliation,LLT
10015665,"Exfoliative dermatitis",LLT
10015683,Exophthalmos,PT
10015688,Exostosis,PT
10015715,"Expressive language disorder",LLT
10015758,"External tibial bone painful",LLT
10015769,"Extradural haematoma",PT
10015830,"Extraocular palsy",LLT
10015832,"Extrapyramidal disorder",PT
10015835,"Extrapyramidal symptoms",LLT
10015836,"Extrapyramidal syndrome",LLT
10015856,Extrasystoles,PT
10015864,"Extrasystoles ventricular",LLT
10015865,"Extrauterine pregnancy",LLT
